Sevilla, -, ESP
month,day,hour,Direct Norm Rad,
 , , ,(Wh/sq.m),
2,11,10,44.0,
2,11,11,94.0,
2,11,12,170.0,
2,11,13,223.0,
2,11,14,220.0,
2,11,15,173.0,
2,11,16,110.0,
2,11,17,246.0,
2,11,18,656.0,
2,11,19,0.0,
2,11,20,0.0,
2,11,21,0.0,
2,11,22,0.0,
2,11,23,0.0,
2,11,24,0.0,
2,12,1,0.0,
2,12,2,0.0,
2,12,3,0.0,
2,12,4,0.0,
2,12,5,0.0,
2,12,6,0.0,
2,12,7,0.0,
2,12,8,0.0,
2,12,9,0.0,
2,12,10,88.0,
2,12,11,230.0,
2,12,12,271.0,
2,12,13,116.0,
2,12,14,116.0,
2,12,15,94.0,
2,12,16,141.0,
2,12,17,261.0,
2,12,18,280.0,
2,12,19,0.0,
2,12,20,0.0,
2,12,21,0.0,
2,12,22,0.0,
2,12,23,0.0,
2,12,24,0.0,
2,13,1,0.0,
2,13,2,0.0,
2,13,3,0.0,
2,13,4,0.0,
2,13,5,0.0,
2,13,6,0.0,
2,13,7,0.0,
2,13,8,0.0,
2,13,9,0.0,
2,13,10,492.0,
2,13,11,634.0,
2,13,12,678.0,
2,13,13,854.0,
2,13,14,747.0,
2,13,15,564.0,
2,13,16,649.0,
2,13,17,649.0,
2,13,18,570.0,
2,13,19,0.0,
2,13,20,0.0,
2,13,21,0.0,
2,13,22,0.0,
2,13,23,0.0,
2,13,24,0.0,
2,14,1,0.0,
2,14,2,0.0,
2,14,3,0.0,
2,14,4,0.0,
2,14,5,0.0,
2,14,6,0.0,
2,14,7,0.0,
2,14,8,0.0,
2,14,9,0.0,
2,14,10,454.0,
2,14,11,611.0,
2,14,12,501.0,
2,14,13,384.0,
2,14,14,170.0,
2,14,15,154.0,
2,14,16,195.0,
2,14,17,290.0,
2,14,18,217.0,
2,14,19,0.0,
2,14,20,0.0,
2,14,21,0.0,
2,14,22,0.0,
2,14,23,0.0,
2,14,24,0.0,
2,15,1,0.0,
2,15,2,0.0,
2,15,3,0.0,
2,15,4,0.0,
2,15,5,0.0,
2,15,6,0.0,
2,15,7,0.0,
2,15,8,0.0,
2,15,9,0.0,
2,15,10,596.0,
2,15,11,722.0,
2,15,12,801.0,
2,15,13,848.0,
2,15,14,867.0,
2,15,15,858.0,
2,15,16,817.0,
2,15,17,750.0,
2,15,18,643.0,
2,15,19,0.0,
2,15,20,0.0,
2,15,21,0.0,
2,15,22,0.0,
2,15,23,0.0,
2,15,24,0.0,
2,16,1,0.0,
2,16,2,0.0,
2,16,3,0.0,
2,16,4,0.0,
2,16,5,0.0,
2,16,6,0.0,
2,16,7,0.0,
2,16,8,0.0,
2,16,9,0.0,
2,16,10,447.0,
2,16,11,570.0,
2,16,12,738.0,
2,16,13,757.0,
2,16,14,706.0,
2,16,15,709.0,
2,16,16,716.0,
2,16,17,703.0,
2,16,18,643.0,
2,16,19,0.0,
2,16,20,0.0,
2,16,21,0.0,
2,16,22,0.0,
2,16,23,0.0,
2,16,24,0.0,
2,17,1,0.0,
2,17,2,0.0,
2,17,3,0.0,
2,17,4,0.0,
2,17,5,0.0,
2,17,6,0.0,
2,17,7,0.0,
2,17,8,0.0,
2,17,9,0.0,
2,17,10,173.0,
2,17,11,287.0,
2,17,12,447.0,
2,17,13,750.0,
2,17,14,873.0,
2,17,15,798.0,
2,17,16,545.0,
2,17,17,261.0,
2,17,18,100.0,
2,17,19,0.0,
2,17,20,0.0,
2,17,21,0.0,
2,17,22,0.0,
2,17,23,0.0,
2,17,24,0.0,
2,18,1,0.0,
2,18,2,0.0,
2,18,3,0.0,
2,18,4,0.0,
2,18,5,0.0,
2,18,6,0.0,
2,18,7,0.0,
2,18,8,0.0,
2,18,9,0.0,
2,18,10,343.0,
2,18,11,429.0,
2,18,12,438.0,
2,18,13,615.0,
2,18,14,653.0,
2,18,15,444.0,
2,18,16,274.0,
2,18,17,179.0,
2,18,18,321.0,
2,18,19,0.0,
2,18,20,0.0,
2,18,21,0.0,
2,18,22,0.0,
2,18,23,0.0,
2,18,24,0.0,
2,19,1,0.0,
2,19,2,0.0,
2,19,3,0.0,
2,19,4,0.0,
2,19,5,0.0,
2,19,6,0.0,
2,19,7,0.0,
2,19,8,0.0,
2,19,9,0.0,
2,19,10,53.0,
2,19,11,126.0,
2,19,12,391.0,
2,19,13,744.0,
2,19,14,880.0,
2,19,15,624.0,
2,19,16,205.0,
2,19,17,315.0,
2,19,18,195.0,
2,19,19,0.0,
2,19,20,0.0,
2,19,21,0.0,
2,19,22,0.0,
2,19,23,0.0,
2,19,24,0.0,
2,20,1,0.0,
2,20,2,0.0,
2,20,3,0.0,
2,20,4,0.0,
2,20,5,0.0,
2,20,6,0.0,
2,20,7,0.0,
2,20,8,0.0,
2,20,9,0.0,
2,20,10,91.0,
2,20,11,151.0,
2,20,12,416.0,
2,20,13,678.0,
2,20,14,681.0,
2,20,15,621.0,
2,20,16,312.0,
2,20,17,261.0,
2,20,18,343.0,
2,20,19,0.0,
2,20,20,0.0,
2,20,21,0.0,
2,20,22,0.0,
2,20,23,0.0,
2,20,24,0.0,
2,21,1,0.0,
2,21,2,0.0,
2,21,3,0.0,
2,21,4,0.0,
2,21,5,0.0,
2,21,6,0.0,
2,21,7,0.0,
2,21,8,0.0,
2,21,9,0.0,
2,21,10,264.0,
2,21,11,485.0,
2,21,12,611.0,
2,21,13,580.0,
2,21,14,567.0,
2,21,15,552.0,
2,21,16,574.0,
2,21,17,570.0,
2,21,18,694.0,
2,21,19,0.0,
2,21,20,0.0,
2,21,21,0.0,
2,21,22,0.0,
2,21,23,0.0,
